"word1"	"word2"	"word3"	"word4"	"word5"	"freq"
"31990"	"learned"	"to"	"eat"	"more"	"fruits"	1
"31991"	"learned"	"to"	"hide"	"the"	"error"	1
"31992"	"learning"	"fun"	"info"	"brain"	"cats"	1
"31993"	"learning"	"to"	"show"	"gratitude"	"for"	1
"31994"	"learns"	"that"	"shes"	"gone"	"far"	1
"31995"	"learnt"	"as"	"much"	"as"	"i"	1
"31996"	"lease"	"in"	"lexington"	"cause"	"ive"	1
"31997"	"leases"	"on"	"the"	"pubs"	"they"	1
"31998"	"least"	"do"	"what"	"i"	"can"	1
"31999"	"least"	"effective"	"at"	"measuring"	"multichannel"	1
"32000"	"least"	"expected"	"it"	"game"	"on"	1
"32001"	"least"	"for"	"a"	"day"	"investors"	1
"32002"	"least"	"in"	"my"	"bottle"	"was"	1
"32003"	"least"	"it"	"helps"	"you"	"to"	1
"32004"	"least"	"ive"	"lost"	"some"	"kgs"	1
"32005"	"least"	"made"	"her"	"stretch"	"or"	1
"32006"	"least"	"min"	"each"	"day"	"whether"	1
"32007"	"least"	"oh"	"and"	"i"	"just"	1
"32008"	"least"	"on"	"your"	"instant"	"read"	1
"32009"	"least"	"shift"	"to"	"a"	"system"	1
"32010"	"least"	"ten"	"times"	"in"	"the"	1
"32011"	"least"	"ther"	"was"	"ther"	"its"	1
"32012"	"least"	"thirty"	"minutes"	"catching"	"up"	1
"32013"	"least"	"try"	"to"	"eat"	"right"	1
"32014"	"least"	"two"	"nominations"	"best"	"movie"	1
"32015"	"least"	"until"	"my"	"teenage"	"years"	1
"32016"	"least"	"wait"	"till"	"im"	"done"	1
"32017"	"least"	"you"	"can"	"do"	"is"	1
"32018"	"leatherbound"	"edition"	"of"	"the"	"big"	1
"32019"	"leave"	"a"	"comment"	"here"	"with"	1
"32020"	"leave"	"but"	"when"	"i"	"come"	1
"32021"	"leave"	"for"	"work"	"and"	"our"	1
"32022"	"leave"	"friends"	"become"	"enemies"	"lovers"	1
"32023"	"leave"	"goose"	"bumps"	"to"	"their"	1
"32024"	"leave"	"him"	"on"	"the"	"floor"	1
"32025"	"leave"	"off"	"at"	"a"	"cliffhanger"	1
"32026"	"leave"	"roydon"	"woods"	"behind"	"and"	1
"32027"	"leave"	"the"	"biking"	"to"	"hrapsky"	1
"32028"	"leave"	"them"	"a"	"comment"	"on"	1
"32029"	"leave"	"they"	"wont"	"come"	"back"	1
"32030"	"leave"	"things"	"to"	"outside"	"peacemakers"	1
"32031"	"leave"	"this"	"earth"	"anytime"	"he"	1
"32032"	"leave"	"to"	"do"	"dat"	"miami"	1
"32033"	"leave"	"us"	"a"	"comment"	"right"	1
"32034"	"leave"	"you"	"misbehave"	"i"	"am"	1
"32035"	"leave"	"you"	"with"	"a"	"few"	1
"32036"	"leave"	"your"	"comments"	"good"	"luck"	1
"32037"	"leave"	"your"	"mark"	"at"	"next"	1
"32038"	"leave"	"your"	"name"	"out"	"it"	1
"32039"	"leaven"	"leaven"	"no"	"love"	"nations"	1
"32040"	"leaves"	"behind"	"her"	"husband"	"and"	1
"32041"	"leaves"	"early"	"your"	"cool"	"to"	1
"32042"	"leaves"	"her"	"son"	"blind"	"and"	1
"32043"	"leaves"	"like"	"mentioned"	"above"	"put"	1
"32044"	"leaves"	"of"	"a"	"quaking"	"aspenlook"	1
"32045"	"leaves"	"of"	"sagebrush"	"into"	"your"	1
"32046"	"leaves"	"perhaps"	"theyre"	"scared"	"of"	1
"32047"	"leaves"	"the"	"euro"	"after"	"it"	1
"32048"	"leaves"	"two"	"months"	"later"	"my"	1
"32049"	"leaving"	"badgers"	"mens"	"hoops"	"team"	1
"32050"	"leaving"	"each"	"stage"	"except"	"for"	1
"32051"	"leaving"	"in"	"her"	"absence"	"we"	1
"32052"	"leaving"	"me"	"with"	"a"	"slight"	1
"32053"	"leaving"	"please"	"get"	"out"	"of"	1
"32054"	"leaving"	"the"	"house"	"the"	"floating"	1
"32055"	"leaving"	"the"	"theater"	"after"	"an"	1
"32056"	"leaving"	"us"	"on"	"a"	"high"	1
"32057"	"lecture"	"and"	"it"	"did"	"show"	1
"32058"	"led"	"bulbs"	"then"	"a"	"larger"	1
"32059"	"led"	"him"	"into"	"temptation"	"over"	1
"32060"	"led"	"others"	"to"	"faith"	"in"	1
"32061"	"led"	"to"	"another"	"and"	"it"	1
"32062"	"led"	"to"	"the"	"invention"	"of"	1
"32063"	"ledge"	"where"	"these"	"owls"	"hung"	1
"32064"	"lee"	"formally"	"resigned"	"his"	"commission"	1
"32065"	"leffert"	"is"	"performing"	"at"	"the"	1
"32066"	"left"	"after"	"pulling"	"their"	"goalkeeper"	1
"32067"	"left"	"at"	"the"	"altar"	"now"	1
"32068"	"left"	"behind"	"was"	"now"	"more"	1
"32069"	"left"	"but"	"i"	"think"	"that"	1
"32070"	"left"	"for"	"children"	"of"	"privately"	1
"32071"	"left"	"for"	"the"	"thing"	"i"	1
"32072"	"left"	"from"	"a"	"previous"	"pickup"	1
"32073"	"left"	"in"	"the"	"rd"	"is"	1
"32074"	"left"	"in"	"the"	"upper"	"georgia"	1
"32075"	"left"	"it"	"on"	"and"	"i"	1
"32076"	"left"	"kiss"	"the"	"championship"	"goodbye"	1
"32077"	"left"	"maybe"	"even"	"longer"	"if"	1
"32078"	"left"	"my"	"allergy"	"medicine"	"in"	1
"32079"	"left"	"my"	"keys"	"in"	"my"	1
"32080"	"left"	"sunk"	"have"	"yet"	"to"	1
"32081"	"left"	"take"	"that"	"gps"	"woman"	1
"32082"	"left"	"the"	"anger"	"of"	"watching"	1
"32083"	"left"	"them"	"on"	"them"	"and"	1
"32084"	"left"	"till"	"is"	"here"	"in"	1
"32085"	"left"	"to"	"pick"	"up"	"gear"	1
"32086"	"left"	"to"	"win"	"credit"	"to"	1
"32087"	"left"	"unread"	"before"	"heading"	"to"	1
"32088"	"left"	"we"	"hesitated"	"at"	"the"	1
"32089"	"left"	"with"	"the"	"flavors"	"of"	1
"32090"	"left"	"within"	"a"	"year"	"unprecedented"	1
"32091"	"left"	"work"	"saw"	"the"	"sun"	1
"32092"	"leftover"	"to"	"make"	"quick"	"side"	1
"32093"	"leftovers"	"this"	"recipe"	"makes"	"quite"	1
"32094"	"leg"	"but"	"they"	"might"	"be"	1
"32095"	"leg"	"but"	"this"	"is"	"some"	1
"32096"	"leg"	"im"	"going"	"to"	"play"	1
"32097"	"leg"	"she"	"wriggled"	"she"	"complained"	1
"32098"	"legal"	"and"	"weed"	"is"	"not"	1
"32099"	"legal"	"avenues"	"for"	"regulation"	"and"	1
"32100"	"legal"	"here"	"wed"	"have"	"one"	1
"32101"	"legal"	"research"	"on"	"the"	"current"	1
"32102"	"legally"	"enforceable"	"perhaps"	"a"	"lawyer"	1
"32103"	"legals"	"timeline"	"application"	"for"	"the"	1
"32104"	"legend"	"attached"	"to"	"poinsettias"	"and"	1
"32105"	"legislative"	"encroachment"	"on"	"a"	"clearly"	1
"32106"	"legislators"	"for"	"years"	"the"	"teachers"	1
"32107"	"legislature"	"claims"	"that"	"additional"	"hc"	1
"32108"	"legit"	"im"	"sending"	"one"	"to"	1
"32109"	"legs"	"are"	"sore"	"i"	"didnt"	1
"32110"	"lehman"	"brothers"	"had"	"been"	"a"	1
"32111"	"lehman"	"sisters"	"we"	"would"	"not"	1
"32112"	"lemonade"	"and"	"a"	"cosy"	"chat"	1
"32113"	"lend"	"me"	"a"	"quarter"	"ill"	1
"32114"	"lending"	"fund"	"to"	"leverage"	"up"	1
"32115"	"lending"	"rights"	"offices"	"were"	"based"	1
"32116"	"lending"	"to"	"small"	"businesses"	"combining"	1
"32117"	"length"	"join"	"with"	"a"	"sl"	1
"32118"	"lengthy"	"meandering"	"pleas"	"to"	"god"	1
"32119"	"lent"	"as"	"a"	"replacement"	"for"	1
"32120"	"lent"	"however"	"despite"	"the"	"differences"	1
"32121"	"lent"	"was"	"once"	"known"	"for"	1
"32122"	"lenten"	"season"	"it"	"seems"	"that"	1
"32123"	"leo"	"lionni"	"this"	"is"	"a"	1
"32124"	"leon"	"panetta"	"a"	"senior"	"defense"	1
"32125"	"les"	"bons"	"temps"	"rouler"	"let"	1
"32126"	"les"	"brunch"	"at"	"schillers"	"sometime"	1
"32127"	"leslie"	"harrington"	"who"	"studied"	"possible"	1
"32128"	"less"	"about"	"and"	"cant"	"find"	1
"32129"	"less"	"at"	"the"	"pumps"	"in"	1
"32130"	"less"	"been"	"collapsed"	"into"	"a"	1
"32131"	"less"	"elevated"	"ipa"	"is"	"beauty"	1
"32132"	"less"	"government"	"for"	"same"	"reason"	1
"32133"	"less"	"if"	"you"	"liked"	"me"	1
"32134"	"less"	"likely"	"to"	"die"	"of"	1
"32135"	"less"	"shoe"	"stores"	"for"	"music"	1
"32136"	"less"	"than"	"everything"	"had"	"enough"	1
"32137"	"less"	"than"	"negligible"	"downturn"	"in"	1
"32138"	"less"	"time"	"to"	"whip"	"up"	1
"32139"	"lesson"	"and"	"a"	"rock"	"song"	1
"32140"	"lesson"	"long"	"ago"	"about"	"those"	1
"32141"	"lesson"	"that"	"i"	"still"	"use"	1
"32142"	"lessons"	"on"	"a"	"monday"	"and"	1
"32143"	"lessons"	"to"	"go"	"an"	"entire"	1
"32144"	"lessons"	"to"	"help"	"other"	"communities"	1
"32145"	"lessor"	"keep"	"the"	"standard"	"of"	1
"32146"	"lester"	"trying"	"to"	"be"	"jess"	1
"32147"	"let"	"bryan"	"know"	"please"	"so"	1
"32148"	"let"	"cool"	"minutes"	"and"	"gently"	1
"32149"	"let"	"her"	"gobefore"	"the"	"window"	1
"32150"	"let"	"her"	"talk"	"you"	"listen"	1
"32151"	"let"	"it"	"begin"	"with"	"me"	1
"32152"	"let"	"it"	"go"	"over"	"the"	1
"32153"	"let"	"line"	"surprise"	"me"	"with"	1
"32154"	"let"	"me"	"drive"	"at"	"night"	1
"32155"	"let"	"me"	"get"	"my"	"lip"	1
"32156"	"let"	"me"	"know"	"becki"	"thank"	1
"32157"	"let"	"me"	"know"	"if"	"anyone"	1
"32158"	"let"	"me"	"know"	"in"	"the"	1
"32159"	"let"	"me"	"know"	"when"	"your"	1
"32160"	"let"	"me"	"rephrase"	"i"	"realize"	1
"32161"	"let"	"me"	"see"	"that"	"tootsie"	1
"32162"	"let"	"me"	"see"	"what"	"you"	1
"32163"	"let"	"me"	"take"	"his"	"restaurant"	1
"32164"	"let"	"me"	"unfollow"	"her"	"then"	1
"32165"	"let"	"our"	"own"	"light"	"shine"	1
"32166"	"let"	"ourselves"	"really"	"enter"	"that"	1
"32167"	"let"	"out"	"a"	"soft"	"cry"	1
"32168"	"let"	"people"	"bring"	"you"	"down"	1
"32169"	"let"	"the"	"driver"	"get"	"it"	1
"32170"	"let"	"the"	"law"	"catch"	"me"	1
"32171"	"let"	"the"	"pageants"	"begin"	"yayyyyyy"	1
"32172"	"let"	"them"	"learn"	"things"	"about"	1
"32173"	"let"	"them"	"overhear"	"the"	"nice"	1
"32174"	"let"	"them"	"speak"	"for"	"themselves"	1
"32175"	"let"	"this"	"one"	"isolated"	"bullying"	1
"32176"	"let"	"u"	"know"	"when"	"i"	1
"32177"	"let"	"unsavory"	"venders"	"take"	"advantage"	1
"32178"	"let"	"us"	"know"	"your"	"favorite"	1
"32179"	"let"	"you"	"know"	"if"	"there"	1
"32180"	"let"	"you"	"know"	"when"	"its"	1
"32181"	"let"	"you"	"quickly"	"get"	"a"	1
"32182"	"let"	"yourself"	"be"	"taken"	"over"	1
"32183"	"lets"	"be"	"honest"	"john"	"barrowman"	1
"32184"	"lets"	"call"	"it"	"may"	"th"	1
"32185"	"lets"	"follow"	"each"	"other"	"and"	1
"32186"	"lets"	"get"	"drinks"	"one"	"of"	1
"32187"	"lets"	"go"	"pacers"	"oh"	"and"	1
"32188"	"lets"	"go"	"to"	"the"	"beach"	1
"32189"	"lets"	"hear"	"it"	"for"	"world"	1
"32190"	"lets"	"help"	"them"	"find"	"a"	1
"32191"	"lets"	"hook"	"up"	"and"	"do"	1
"32192"	"lets"	"leave"	"the"	"biking"	"to"	1
"32193"	"lets"	"not"	"even"	"think"	"about"	1
"32194"	"lets"	"not"	"let"	"this"	"one"	1
"32195"	"lets"	"not"	"wave"	"mexican"	"flags"	1
"32196"	"lets"	"put"	"the"	"past"	"behind"	1
"32197"	"lets"	"remember"	"the"	"things"	"our"	1
"32198"	"lets"	"see"	"how"	"this"	"goes"	1
"32199"	"lets"	"seethere"	"was"	"pinekjott"	"sausage"	1
"32200"	"letter"	"about"	"evangelizing"	"those"	"inside"	1
"32201"	"letter"	"from"	"early"	"times"	"which"	1
"32202"	"letter"	"later"	"but"	"they"	"said"	1
"32203"	"letter"	"pulling"	"sb"	"two"	"years"	1
"32204"	"letter"	"starts"	"off"	"with"	"an"	1
"32205"	"letter"	"tells"	"the"	"story"	"please"	1
"32206"	"letters"	"and"	"emails"	"from"	"readers"	1
"32207"	"letters"	"diaries"	"loyalty"	"oaths"	"and"	1
"32208"	"letters"	"from"	"my"	"stash"	"with"	1
"32209"	"letters"	"remind"	"me"	"how"	"intimate"	1
"32210"	"letting"	"down"	"the"	"side"	"of"	1
"32211"	"letting"	"go"	"of"	"your"	"but"	1
"32212"	"letting"	"it"	"go"	"for"	"per"	1
"32213"	"letting"	"me"	"follow"	"the"	"gio"	1
"32214"	"letting"	"themselves"	"be"	"played"	"like"	1
"32215"	"level"	"high"	"your"	"feelings"	"are"	1
"32216"	"level"	"of"	"the"	"night"	"feeling"	1
"32217"	"level"	"professionals"	"in"	"much"	"the"	1
"32218"	"level"	"segments"	"or"	"give"	"your"	1
"32219"	"level"	"this"	"product"	"will"	"change"	1
"32220"	"level"	"with"	"the"	"area"	"is"	1
"32221"	"levels"	"in"	"a"	"random"	"sample"	1
"32222"	"levels"	"were"	"visibly"	"rising"	"with"	1
"32223"	"leverage"	"up"	"to"	"billion"	"in"	1
"32224"	"lewis"	"sam"	"fuss"	"from"	"true"	1
"32225"	"lex"	"machine"	"dime"	"street"	"joker"	1
"32226"	"lexington"	"cause"	"ive"	"been"	"home"	1
"32227"	"lgu"	"in"	"manila"	"she"	"said"	1
"32228"	"liam"	"do"	"you"	"want"	"your"	1
"32229"	"liberal"	"appointees"	"speaking"	"to"	"egypt"	1
"32230"	"liberal"	"arts"	"majors"	"have"	"sale"	1
"32231"	"liberals"	"gun"	"control"	"advocates"	"and"	1
"32232"	"liberty"	"equality"	"fraternity"	"marched"	"on"	1
"32233"	"liberty"	"wherewith"	"christ"	"hath"	"made"	1
"32234"	"libertys"	"to"	"smell"	"its"	"tangy"	1
"32235"	"librarians"	"are"	"awesome"	"yall"	"rock"	1
"32236"	"librarians"	"are"	"more"	"like"	"bartenders"	1
"32237"	"library"	"a"	"sixties"	"building"	"in"	1
"32238"	"library"	"and"	"looking"	"forward"	"to"	1
"32239"	"library"	"at"	"its"	"core"	"is"	1
"32240"	"library"	"computers"	"or"	"while"	"youre"	1
"32241"	"library"	"team"	"daylight"	"blazed"	"in"	1
"32242"	"library"	"with"	"my"	"friends"	"that"	1
"32243"	"librarys"	"plate"	"glass"	"window"	"bleaching"	1
"32244"	"libya"	"islamic"	"fighting"	"group"	"lifg"	1
"32245"	"license"	"at"	"the"	"dmv"	"i"	1
"32246"	"license"	"fastest"	"by"	"going"	"in"	1
"32247"	"license"	"to"	"explore"	"and"	"experience"	1
"32248"	"licensed"	"graduate"	"level"	"professionals"	"in"	1
"32249"	"lid"	"magically"	"uncorks"	"and"	"the"	1
"32250"	"lie"	"in"	"believe"	"an"	"over"	1
"32251"	"lie"	"its"	"too"	"hard"	"to"	1
"32252"	"lie"	"to"	"family"	"friends"	"even"	1
"32253"	"lie"	"to"	"you"	"its"	"for"	1
"32254"	"lied"	"in"	"my"	"last"	"tweet"	1
"32255"	"lies"	"and"	"his"	"refusal"	"to"	1
"32256"	"lies"	"go"	"hand"	"and"	"hand"	1
"32257"	"lies"	"the"	"essence"	"of"	"brotherly"	1
"32258"	"life"	"and"	"career"	"we"	"as"	1
"32259"	"life"	"and"	"even"	"changed"	"his"	1
"32260"	"life"	"and"	"even"	"when"	"i"	1
"32261"	"life"	"and"	"limb"	"of"	"the"	1
"32262"	"life"	"and"	"spirit"	"fourteen"	"weeks"	1
"32263"	"life"	"and"	"the"	"people"	"who"	1
"32264"	"life"	"and"	"the"	"purpose"	"of"	1
"32265"	"life"	"because"	"i"	"had"	"lost"	1
"32266"	"life"	"before"	"that"	"its"	"tea"	1
"32267"	"life"	"between"	"these"	"severe"	"themes"	1
"32268"	"life"	"but"	"a"	"series"	"of"	1
"32269"	"life"	"but"	"its"	"not"	"just"	1
"32270"	"life"	"change"	"coming"	"on"	"hoping"	1
"32271"	"life"	"continues"	"to"	"give"	"us"	1
"32272"	"life"	"couldnt"	"have"	"gotten"	"a"	1
"32273"	"life"	"cycle"	"and"	"i"	"rejoiced"	1
"32274"	"life"	"for"	"years"	"they"	"acted"	1
"32275"	"life"	"goal"	"must"	"not"	"have"	1
"32276"	"life"	"hadnt"	"ended"	"so"	"casually"	1
"32277"	"life"	"has"	"changed"	"for"	"you"	1
"32278"	"life"	"helping"	"him"	"rebuild"	"his"	1
"32279"	"life"	"his"	"problems"	"not"	"weed"	1
"32280"	"life"	"i"	"respect"	"them"	"so"	1
"32281"	"life"	"i"	"will"	"have"	"to"	1
"32282"	"life"	"im"	"not"	"as"	"happy"	1
"32283"	"life"	"im"	"only"	"a"	"month"	1
"32284"	"life"	"is"	"a"	"difficult"	"one"	1
"32285"	"life"	"is"	"a"	"life"	"of"	1
"32286"	"life"	"is"	"an"	"experiment"	"ralph"	1
"32287"	"life"	"is"	"and"	"so"	"on"	1
"32288"	"life"	"is"	"good"	"cant"	"wait"	1
"32289"	"life"	"is"	"overrated"	"but"	"it"	1
"32290"	"life"	"is"	"precious"	"worry"	"about"	1
"32291"	"life"	"is"	"short"	"so"	"live"	1
"32292"	"life"	"is"	"starting"	"to"	"change"	1
"32293"	"life"	"isnt"	"working"	"out"	"the"	1
"32294"	"life"	"keep"	"it"	"up"	"thanks"	1
"32295"	"life"	"like"	"she"	"badder"	"then"	1
"32296"	"life"	"member"	"national"	"eagle"	"scout"	1
"32297"	"life"	"more"	"bearable"	"practicing"	"an"	1
"32298"	"life"	"more"	"great"	"things"	"will"	1
"32299"	"life"	"narrative"	"of"	"how"	"siblinginbox"	1
"32300"	"life"	"of"	"a"	"missionary"	"and"	1
"32301"	"life"	"of"	"a"	"missionaryour"	"schedule"	1
"32302"	"life"	"of"	"a"	"species"	"that"	1
"32303"	"life"	"of"	"me"	"for"	"my"	1
"32304"	"life"	"on"	"the"	"street"	"his"	1
"32305"	"life"	"on"	"track"	"and"	"in"	1
"32306"	"life"	"one"	"problem"	"after"	"another"	1
"32307"	"life"	"or"	"even"	"lovethere"	"are"	1
"32308"	"life"	"personallyi"	"think"	"the"	"shadowspains"	1
"32309"	"life"	"right"	"now"	"into"	"a"	1
"32310"	"life"	"shattered"	"and"	"healing"	"his"	1
"32311"	"life"	"should"	"be"	"david"	"deida"	1
"32312"	"life"	"such"	"as"	"joy"	"happiness"	1
"32313"	"life"	"suddenly"	"makes"	"sense"	"everything"	1
"32314"	"life"	"support"	"too"	"theyve"	"more"	1
"32315"	"life"	"than"	"as"	"he"	"appeared"	1
"32316"	"life"	"that"	"came"	"from"	"the"	1
"32317"	"life"	"that"	"has"	"lost"	"its"	1
"32318"	"life"	"that"	"i"	"am"	"living"	1
"32319"	"life"	"the"	"themes"	"introduced"	"in"	1
"32320"	"life"	"the"	"unit"	"would"	"not"	1
"32321"	"life"	"theres"	"hope"	"looks"	"identical"	1
"32322"	"life"	"they"	"tend"	"to"	"budge"	1
"32323"	"life"	"they"	"were"	"still"	"there"	1
"32324"	"life"	"this"	"one"	"is"	"unexpected"	1
"32325"	"life"	"to"	"be"	"a"	"peacemaker"	1
"32326"	"life"	"was"	"my"	"grandmother"	"nana"	1
"32327"	"life"	"where"	"everyone"	"has"	"to"	1
"32328"	"life"	"who"	"can"	"never"	"be"	1
"32329"	"life"	"with"	"time"	"for"	"work"	1
"32330"	"life"	"with"	"your"	"service"	"love"	1
"32331"	"life"	"without"	"each"	"other"	"were"	1
"32332"	"life"	"you"	"wouldnt"	"have"	"let"	1
"32333"	"lifebut"	"how"	"can"	"you"	"hide"	1
"32334"	"lifelong"	"veteran"	"of"	"living"	"in"	1
"32335"	"lifes"	"lesson"	"that"	"i"	"still"	1
"32336"	"lifestyle"	"changes"	"that"	"would"	"have"	1
"32337"	"lifestyles"	"in"	"order"	"to"	"have"	1
"32338"	"lifethank"	"god"	"for"	"keeping"	"her"	1
"32339"	"lifevineworks"	"welcomes"	"eta"	"theatre"	"to"	1
"32340"	"lifg"	"al"	"shaabab"	"somalia"	"alqaeda"	1
"32341"	"lift"	"high"	"the"	"name"	"of"	1
"32342"	"lift"	"to"	"experience"	"released"	"an"	1
"32343"	"lift"	"your"	"top"	"up"	"now"	1
"32344"	"lifted"	"froi"	"has"	"found"	"his"	1
"32345"	"lifted"	"off"	"and"	"caught"	"the"	1
"32346"	"lifted"	"off"	"of"	"my"	"shoulders"	1
"32347"	"lifted"	"up"	"from"	"the"	"earth"	1
"32348"	"lifters"	"are"	"built"	"by"	"bronto"	1
"32349"	"ligas"	"history"	"to"	"be"	"crowned"	1
"32350"	"light"	"a"	"candle"	"for"	"collins"	1
"32351"	"light"	"and"	"fluffy"	"like"	"lancme"	1
"32352"	"light"	"and"	"share"	"the"	"pain"	1
"32353"	"light"	"at"	"the"	"end"	"of"	1
"32354"	"light"	"bringer"	"i"	"had"	"a"	1
"32355"	"light"	"but"	"i"	"have"	"a"	1
"32356"	"light"	"green"	"tips"	"of"	"pine"	1
"32357"	"light"	"i"	"pray"	"that"	"the"	1
"32358"	"light"	"just"	"came"	"right"	"up"	1
"32359"	"light"	"locations"	"but"	"its"	"not"	1
"32360"	"light"	"of"	"the"	"world"	"whoever"	1
"32361"	"light"	"or"	"not"	"and"	"mostly"	1
"32362"	"light"	"shine"	"we"	"unconsciously"	"give"	1
"32363"	"lightbulb"	"a"	"approximately"	"with"	"an"	1
"32364"	"lightgun"	"shooter"	"to"	"probably"	"sarcastic"	1
"32365"	"lighting"	"contrast"	"bokeh"	"and"	"focus"	1
"32366"	"lighting"	"issues"	"at"	"is"	"fixed"	1
"32367"	"lightly"	"rising"	"and"	"falling"	"while"	1
"32368"	"lightning"	"coastal"	"storm"	"like"	"those"	1
"32369"	"lights"	"against"	"a"	"white"	"seamless"	1
"32370"	"lights"	"an"	"energy"	"monitor"	"and"	1
"32371"	"lights"	"are"	"out"	"and"	"police"	1
"32372"	"lights"	"just"	"came"	"back"	"on"	1
"32373"	"lights"	"or"	"standing"	"ghost"	"light"	1
"32374"	"lights"	"running"	"water"	"and"	"a"	1
"32375"	"lights"	"that"	"that"	"happensthat"	"theyll"	1
"32376"	"lightshe"	"doesnt"	"specifically"	"talk"	"about"	1
"32377"	"like"	"a"	"bad"	"movie"	"called"	1
"32378"	"like"	"a"	"big"	"deal"	"but"	1
"32379"	"like"	"a"	"cute"	"little"	"house"	1
"32380"	"like"	"a"	"desperate"	"corporate"	"ceo"	1
"32381"	"like"	"a"	"dog"	"while"	"making"	1
"32382"	"like"	"a"	"girl"	"and"	"something"	1
"32383"	"like"	"a"	"girl"	"now"	"that"	1
"32384"	"like"	"a"	"good"	"evening"	"why"	1
"32385"	"like"	"a"	"good"	"idea"	"to"	1
"32386"	"like"	"a"	"good"	"place"	"to"	1
"32387"	"like"	"a"	"gretsch"	"i"	"snag"	1
"32388"	"like"	"a"	"healthy"	"body"	"erin"	1
"32389"	"like"	"a"	"hearty"	"stop"	"funky"	1
"32390"	"like"	"a"	"hundred"	"pounds"	"of"	1
"32391"	"like"	"a"	"little"	"thank"	"you"	1
"32392"	"like"	"a"	"maniac"	"because"	"it"	1
"32393"	"like"	"a"	"million"	"cookies"	"that"	1
"32394"	"like"	"a"	"monk"	"walking"	"into"	1
"32395"	"like"	"a"	"much"	"more"	"interesting"	1
"32396"	"like"	"a"	"number"	"of"	"the"	1
"32397"	"like"	"a"	"pleasantly"	"dressed"	"but"	1
"32398"	"like"	"a"	"product"	"of"	"oktoberfest"	1
"32399"	"like"	"a"	"real"	"sleeper"	"cant"	1
"32400"	"like"	"a"	"routine"	"runthrough"	"but"	1
"32401"	"like"	"a"	"wake"	"up"	"call"	1
"32402"	"like"	"a"	"waste"	"of"	"time"	1
"32403"	"like"	"alex"	"smith"	"two"	"months"	1
"32404"	"like"	"all"	"his"	"friends"	"and"	1
"32405"	"like"	"all"	"the"	"power"	"lighting"	1
"32406"	"like"	"an"	"but"	"really"	"overweight"	1
"32407"	"like"	"an"	"idiot"	"and"	"she"	1
"32408"	"like"	"an"	"oxymoron"	"yes"	"you"	1
"32409"	"like"	"an"	"year"	"old"	"who"	1
"32410"	"like"	"and"	"i"	"feel"	"nauseous"	1
"32411"	"like"	"and"	"i"	"star"	"thinking"	1
"32412"	"like"	"asparagus"	"a"	"little"	"goes"	1
"32413"	"like"	"ava"	"and"	"i"	"who"	1
"32414"	"like"	"bartenders"	"we"	"listen"	"but"	1
"32415"	"like"	"before"	"im"	"not"	"thinking"	1
"32416"	"like"	"blondie"	"or"	"pretend"	"we"	1
"32417"	"like"	"blueberry"	"cobbler"	"i"	"dont"	1
"32418"	"like"	"caches"	"cookies"	"passwords"	"etc"	1
"32419"	"like"	"confirmation"	"that"	"im"	"doing"	1
"32420"	"like"	"continental"	"airlines"	"new"	"campaign"	1
"32421"	"like"	"documentary"	"shot"	"with"	"a"	1
"32422"	"like"	"doing"	"a"	"post"	"on"	1
"32423"	"like"	"dont"	"stress"	"love"	"what"	1
"32424"	"like"	"during"	"this"	"festive"	"and"	1
"32425"	"like"	"dvds"	"that"	"you"	"can"	1
"32426"	"like"	"everyone"	"else"	"and"	"on"	1
"32427"	"like"	"except"	"climate"	"change"	"which"	1
"32428"	"like"	"exercise"	"i"	"like"	"a"	1
"32429"	"like"	"fat"	"white"	"sausages"	"then"	1
"32430"	"like"	"feeling"	"alone"	"with"	"people"	1
"32431"	"like"	"find"	"me"	"on"	"here"	1
"32432"	"like"	"food"	"more"	"than"	"people"	1
"32433"	"like"	"forever"	"to"	"get"	"more"	1
"32434"	"like"	"foreverfall"	"print"	"book"	"list"	1
"32435"	"like"	"getting"	"drunk"	"purposefully"	"or"	1
"32436"	"like"	"going"	"to"	"pay"	"less"	1
"32437"	"like"	"good"	"people"	"they"	"donating"	1
"32438"	"like"	"grief"	"work"	"i"	"have"	1
"32439"	"like"	"her"	"ill"	"call"	"her"	1
"32440"	"like"	"her"	"washroom"	"encounter"	"with"	1
"32441"	"like"	"honestly"	"in"	"many"	"ways"	1
"32442"	"like"	"honey"	"fitz"	"because"	"like"	1
"32443"	"like"	"honeymoons"	"great"	"wish"	"you"	1
"32444"	"like"	"i"	"am"	"in"	"hawaii"	1
"32445"	"like"	"i"	"can"	"no"	"longer"	1
"32446"	"like"	"i"	"gotta"	"sneeze"	"n"	1
"32447"	"like"	"i"	"had"	"to"	"say"	1
"32448"	"like"	"i"	"made"	"a"	"deal"	1
"32449"	"like"	"i"	"said"	"he"	"is"	1
"32450"	"like"	"i"	"wont"	"know"	"until"	1
"32451"	"like"	"if"	"i"	"think"	"its"	1
"32452"	"like"	"im"	"reading"	"a"	"book"	1
"32453"	"like"	"im"	"starting"	"off"	"weak"	1
"32454"	"like"	"in"	"columbine"	"the"	"problem"	1
"32455"	"like"	"it"	"added"	"to"	"that"	1
"32456"	"like"	"it"	"has"	"been"	"five"	1
"32457"	"like"	"it"	"he"	"was"	"like"	1
"32458"	"like"	"it"	"he"	"would"	"write"	1
"32459"	"like"	"it"	"hey"	"its"	"chocolate"	1
